acquisition,configuration,family,seed,transformation,kind,magnitude_px,direction,dx_px,dy_px,scale,checkpoint_sha256,n_samples,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,identity_map_50,absolute_delta_map_50,relative_drop_map_50
carnation_0025_0026,historical_additive,historical_locked,40,translate_16_up,translation,16,up,0,-16,1.0,6ba15c08d2687aaf78457fcb14631ecbd793892b33dfec1f451c34a15090b105,1313,0.11847314238548279,0.389209508895874,0.034693021327257156,0.11847314238548279,-1.0,-1.0,0.05874379351735115,0.2815387547016144,0.3530164062976837,0.40432292222976685,-0.015113413333892822,0.03737956099680205
carnation_0025_0026,historical_additive,historical_locked,40,translate_32_down,translation,32,down,0,32,1.0,6ba15c08d2687aaf78457fcb14631ecbd793892b33dfec1f451c34a15090b105,1313,0.12902098894119263,0.39780470728874207,0.042821671813726425,0.12902098894119263,-1.0,-1.0,0.060729287564754486,0.28430697321891785,0.35240548849105835,0.40432292222976685,-0.00651821494102478,0.016121309435235626
carnation_0025_0026,historical_additive,historical_locked,40,translate_32_left,translation,32,left,-32,0,1.0,6ba15c08d2687aaf78457fcb14631ecbd793892b33dfec1f451c34a15090b105,1313,0.11239779740571976,0.3549119234085083,0.043233830481767654,0.11239779740571976,-1.0,-1.0,0.05807560309767723,0.27449408173561096,0.3550782799720764,0.40432292222976685,-0.049410998821258545,0.12220677113423582
carnation_0025_0026,historical_additive,historical_locked,40,translate_32_right,translation,32,right,32,0,1.0,6ba15c08d2687aaf78457fcb14631ecbd793892b33dfec1f451c34a15090b105,1313,0.10723254084587097,0.3419899642467499,0.03302222862839699,0.10723254084587097,-1.0,-1.0,0.05742649734020233,0.2733485996723175,0.3529782295227051,0.40432292222976685,-0.06233295798301697,0.1541662729366471
carnation_0025_0026,historical_additive,historical_locked,40,translate_32_up,translation,32,up,0,-32,1.0,6ba15c08d2687aaf78457fcb14631ecbd793892b33dfec1f451c34a15090b105,1313,0.1149703860282898,0.3688841760158539,0.034706275910139084,0.1149703860282898,-1.0,-1.0,0.052481863647699356,0.2775677740573883,0.3541618883609772,0.40432292222976685,-0.035438746213912964,0.08764960942227755
carnation_0025_0026,historical_additive,historical_locked,41,identity,identity,0,identity,0,0,1.0,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.13416361808776855,0.43668919801712036,0.04088030382990837,0.13416361808776855,-1.0,-1.0,0.07100038230419159,0.29858723282814026,0.348033607006073,0.43668919801712036,0.0,0.0
carnation_0025_0026,historical_additive,historical_locked,41,scale_090,scale,,,0,0,0.9,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.12703926861286163,0.41886329650878906,0.03611841797828674,0.12703926861286163,-1.0,-1.0,0.06886216253042221,0.29522719979286194,0.3428598642349243,0.43668919801712036,-0.0178259015083313,0.040820568929283284
carnation_0025_0026,historical_additive,historical_locked,41,scale_110,scale,,,0,0,1.1,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.13999000191688538,0.45502859354019165,0.04319498687982559,0.13999000191688538,-1.0,-1.0,0.07119129598140717,0.30084002017974854,0.3416380286216736,0.43668919801712036,0.01833939552307129,-0.041996448747404776
carnation_0025_0026,historical_additive,historical_locked,41,translate_08_down,translation,8,down,0,8,1.0,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.13227999210357666,0.43562987446784973,0.03774404898285866,0.13227999210357666,-1.0,-1.0,0.0720885843038559,0.2983008921146393,0.34776630997657776,0.43668919801712036,-0.0010593235492706299,0.0024258066242094202
carnation_0025_0026,historical_additive,historical_locked,41,translate_08_left,translation,8,left,-8,0,1.0,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.13701266050338745,0.4417918026447296,0.04057222232222557,0.13701266050338745,-1.0,-1.0,0.07216494530439377,0.2994081676006317,0.34591448307037354,0.43668919801712036,0.005102604627609253,-0.011684751193248443
carnation_0025_0026,historical_additive,historical_locked,41,translate_08_right,translation,8,right,8,0,1.0,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.13179077208042145,0.4320307970046997,0.03822776675224304,0.13179077208042145,-1.0,-1.0,0.06727758795022964,0.29828178882598877,0.3472508490085602,0.43668919801712036,-0.004658401012420654,0.010667543492197904
carnation_0025_0026,historical_additive,historical_locked,41,translate_08_up,translation,8,up,0,-8,1.0,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.13893747329711914,0.45296770334243774,0.04365341365337372,0.13893747329711914,-1.0,-1.0,0.07082855701446533,0.3025391399860382,0.34959909319877625,0.43668919801712036,0.016278505325317383,-0.037277096386247655
carnation_0025_0026,historical_additive,historical_locked,41,translate_16_down,translation,16,down,0,16,1.0,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.13318879902362823,0.4417089819908142,0.035250090062618256,0.13318879902362823,-1.0,-1.0,0.07166857272386551,0.29749903082847595,0.3442726135253906,0.43668919801712036,0.005019783973693848,-0.011495095359553746
carnation_0025_0026,historical_additive,historical_locked,41,translate_16_left,translation,16,left,-16,0,1.0,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.1392717957496643,0.4497118294239044,0.042264603078365326,0.1392717957496643,-1.0,-1.0,0.07121038436889648,0.3027300536632538,0.3494272530078888,0.43668919801712036,0.013022631406784058,-0.029821281281781343
carnation_0025_0026,historical_additive,historical_locked,41,translate_16_right,translation,16,right,16,0,1.0,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.13336177170276642,0.4349144995212555,0.03826478123664856,0.13336177170276642,-1.0,-1.0,0.06964490562677383,0.29998090863227844,0.3474990427494049,0.43668919801712036,-0.0017746984958648682,0.0040639853331002045
carnation_0025_0026,historical_additive,historical_locked,41,translate_16_up,translation,16,up,0,-16,1.0,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.14009511470794678,0.4492324888706207,0.04324221611022949,0.14009511470794678,-1.0,-1.0,0.07052309811115265,0.3030737042427063,0.35145094990730286,0.43668919801712036,0.012543290853500366,-0.028723611462009663
carnation_0025_0026,historical_additive,historical_locked,41,translate_32_down,translation,32,down,0,32,1.0,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.1385677605867386,0.4426191747188568,0.045305199921131134,0.1385677605867386,-1.0,-1.0,0.07388316094875336,0.2993127107620239,0.3440244495868683,0.43668919801712036,0.00592997670173645,-0.01357939864018337
carnation_0025_0026,historical_additive,historical_locked,41,translate_32_left,translation,32,left,-32,0,1.0,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.14072951674461365,0.4505566656589508,0.04410039260983467,0.14072951674461365,-1.0,-1.0,0.07182130217552185,0.3037036955356598,0.3481290638446808,0.43668919801712036,0.013867467641830444,-0.03175592092682533
carnation_0025_0026,historical_additive,historical_locked,41,translate_32_right,translation,32,right,32,0,1.0,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.13219118118286133,0.43232160806655884,0.03809365630149841,0.13219118118286133,-1.0,-1.0,0.07061855494976044,0.2964872121810913,0.34320351481437683,0.43668919801712036,-0.0043675899505615234,0.010001598323002925
carnation_0025_0026,historical_additive,historical_locked,41,translate_32_up,translation,32,up,0,-32,1.0,f77123085e68ed55bec4ee2c36ef23727e5823238a80f0b4190c351d9d22f4cf,1313,0.14257611334323883,0.4553329348564148,0.04426933452486992,0.14257611334323883,-1.0,-1.0,0.07130584120750427,0.3053455650806427,0.3512791097164154,0.43668919801712036,0.018643736839294434,-0.0426933776332235
carnation_0025_0026,historical_additive,historical_locked,42,identity,identity,0,identity,0,0,1.0,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.07382704317569733,0.2719195485115051,0.016295045614242554,0.07382704317569733,-1.0,-1.0,0.045952655375003815,0.24234440922737122,0.27101945877075195,0.2719195485115051,0.0,0.0
carnation_0025_0026,historical_additive,historical_locked,42,scale_090,scale,,,0,0,0.9,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.06947026401758194,0.25686609745025635,0.015746690332889557,0.06947026401758194,-1.0,-1.0,0.04379534348845482,0.23787705600261688,0.26380297541618347,0.2719195485115051,-0.01505345106124878,0.05535994430577637
carnation_0025_0026,historical_additive,historical_locked,42,scale_110,scale,,,0,0,1.1,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.07436241209506989,0.27543574571609497,0.016497422009706497,0.07436241209506989,-1.0,-1.0,0.048892706632614136,0.23913706839084625,0.26454752683639526,0.2719195485115051,0.0035161972045898438,-0.012931020310373421
carnation_0025_0026,historical_additive,historical_locked,42,translate_08_down,translation,8,down,0,8,1.0,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.07409721612930298,0.27135053277015686,0.016881534829735756,0.07409721612930298,-1.0,-1.0,0.045628100633621216,0.2410271167755127,0.2674112319946289,0.2719195485115051,-0.0005690157413482666,0.002092588577993285
carnation_0025_0026,historical_additive,historical_locked,42,translate_08_left,translation,8,left,-8,0,1.0,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.07634260505437851,0.2738012373447418,0.02524367719888687,0.07634260505437851,-1.0,-1.0,0.04681175947189331,0.24593356251716614,0.2715349495410919,0.2719195485115051,0.0018816888332366943,-0.006920020438166764
carnation_0025_0026,historical_additive,historical_locked,42,translate_08_right,translation,8,right,8,0,1.0,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.07255260646343231,0.2725030183792114,0.015739625319838524,0.07255260646343231,-1.0,-1.0,0.04650630056858063,0.24249713122844696,0.27145856618881226,0.2719195485115051,0.0005834698677062988,-0.002145744470745956
carnation_0025_0026,historical_additive,historical_locked,42,translate_08_up,translation,8,up,0,-8,1.0,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.07325667887926102,0.2709443271160126,0.016356274485588074,0.07325667887926102,-1.0,-1.0,0.04606720060110092,0.2426498681306839,0.27241313457489014,0.2719195485115051,-0.0009752213954925537,0.003586433564011641
carnation_0025_0026,historical_additive,historical_locked,42,translate_16_down,translation,16,down,0,16,1.0,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.07419763505458832,0.27100372314453125,0.015587490051984787,0.07419763505458832,-1.0,-1.0,0.04656357318162918,0.23781977593898773,0.26376479864120483,0.2719195485115051,-0.000915825366973877,0.0033680012047207692
carnation_0025_0026,historical_additive,historical_locked,42,translate_16_left,translation,16,left,-16,0,1.0,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.07576277107000351,0.2751508355140686,0.020784923806786537,0.07576277107000351,-1.0,-1.0,0.04639175161719322,0.24705994129180908,0.2727758586406708,0.2719195485115051,0.0032312870025634766,-0.011883246424362014
carnation_0025_0026,historical_additive,historical_locked,42,translate_16_right,translation,16,right,16,0,1.0,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.07406356185674667,0.27333804965019226,0.01741695962846279,0.07406356185674667,-1.0,-1.0,0.0491790771484375,0.24507445096969604,0.2747613489627838,0.2719195485115051,0.0014185011386871338,-0.005216620674946126
carnation_0025_0026,historical_additive,historical_locked,42,translate_16_up,translation,16,up,0,-16,1.0,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.07506699115037918,0.27838295698165894,0.016424022614955902,0.07506699115037918,-1.0,-1.0,0.04698358103632927,0.24547536671161652,0.27103856205940247,0.2719195485115051,0.006463408470153809,-0.02376956164253243
carnation_0025_0026,historical_additive,historical_locked,42,translate_32_down,translation,32,down,0,32,1.0,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.07693447917699814,0.274311900138855,0.017769282683730125,0.07693447917699814,-1.0,-1.0,0.047823596745729446,0.24305078387260437,0.2686139643192291,0.2719195485115051,0.0023923516273498535,-0.00879801264912968
carnation_0025_0026,historical_additive,historical_locked,42,translate_32_left,translation,32,left,-32,0,1.0,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.0743463784456253,0.2690213918685913,0.018005916848778725,0.0743463784456253,-1.0,-1.0,0.046105384826660156,0.2435280680656433,0.26779305934906006,0.2719195485115051,-0.0028981566429138184,0.010658140096136541
carnation_0025_0026,historical_additive,historical_locked,42,translate_32_right,translation,32,right,32,0,1.0,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.07537918537855148,0.27626001834869385,0.017946043983101845,0.07537918537855148,-1.0,-1.0,0.051088202744722366,0.24591447412967682,0.26962581276893616,0.2719195485115051,0.004340469837188721,-0.015962330994400985
carnation_0025_0026,historical_additive,historical_locked,42,translate_32_up,translation,32,up,0,-32,1.0,4a944ee64cc1279f2f30124fb882a4bdad62e0f5ac4d73d318cadc9df1002dc7,1313,0.0743977278470993,0.27246221899986267,0.0188446082174778,0.0743977278470993,-1.0,-1.0,0.04583810642361641,0.24495990574359894,0.27331042289733887,0.2719195485115051,0.0005426704883575439,-0.001995702373470891
carnation_0025_0026,historical_additive,historical_locked,43,identity,identity,0,identity,0,0,1.0,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.1585935354232788,0.4920438230037689,0.0571913942694664,0.1585935354232788,-1.0,-1.0,0.07457044720649719,0.33749523758888245,0.37770140171051025,0.4920438230037689,0.0,0.0
carnation_0025_0026,historical_additive,historical_locked,43,scale_090,scale,,,0,0,0.9,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.15655389428138733,0.4905017018318176,0.056528907269239426,0.15655389428138733,-1.0,-1.0,0.07502863556146622,0.3339824378490448,0.37426498532295227,0.4920438230037689,-0.001542121171951294,0.0031341134668394807
carnation_0025_0026,historical_additive,historical_locked,43,scale_110,scale,,,0,0,1.1,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.16236136853694916,0.5007073879241943,0.05893564969301224,0.16236136853694916,-1.0,-1.0,0.07605956494808197,0.33675065636634827,0.37479954957962036,0.4920438230037689,0.008663564920425415,-0.01760730348678527
carnation_0025_0026,historical_additive,historical_locked,43,translate_08_down,translation,8,down,0,8,1.0,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.15540936589241028,0.48837217688560486,0.056158408522605896,0.15540936589241028,-1.0,-1.0,0.07483772188425064,0.3329896926879883,0.3737304210662842,0.4920438230037689,-0.0036716461181640625,0.007462030710496164
carnation_0025_0026,historical_additive,historical_locked,43,translate_08_left,translation,8,left,-8,0,1.0,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.16293460130691528,0.5003201365470886,0.0651550143957138,0.16293460130691528,-1.0,-1.0,0.07556319236755371,0.3384307026863098,0.37638410925865173,0.4920438230037689,0.008276313543319702,-0.016820277293179857
carnation_0025_0026,historical_additive,historical_locked,43,translate_08_right,translation,8,right,8,0,1.0,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.1575065553188324,0.49577462673187256,0.05560023710131645,0.1575065553188324,-1.0,-1.0,0.07271859794855118,0.33621612191200256,0.3753531873226166,0.4920438230037689,0.0037308037281036377,-0.007582259046213168
carnation_0025_0026,historical_additive,historical_locked,43,translate_08_up,translation,8,up,0,-8,1.0,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.16033025085926056,0.49853619933128357,0.05533105134963989,0.16033025085926056,-1.0,-1.0,0.07386407256126404,0.33890798687934875,0.3784268796443939,0.4920438230037689,0.0064923763275146484,-0.013194711576462405
carnation_0025_0026,historical_additive,historical_locked,43,translate_16_down,translation,16,down,0,16,1.0,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.15541096031665802,0.49109554290771484,0.052614711225032806,0.15541096031665802,-1.0,-1.0,0.07474226504564285,0.3295723497867584,0.37143948674201965,0.4920438230037689,-0.0009482800960540771,0.0019272269089064726
carnation_0025_0026,historical_additive,historical_locked,43,translate_16_left,translation,16,left,-16,0,1.0,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.161932572722435,0.4981687664985657,0.05996164679527283,0.161932572722435,-1.0,-1.0,0.07552500814199448,0.33814433217048645,0.37457045912742615,0.4920438230037689,0.006124943494796753,-0.012447963389532964
carnation_0025_0026,historical_additive,historical_locked,43,translate_16_right,translation,16,right,16,0,1.0,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.15922825038433075,0.4957887828350067,0.05767693743109703,0.15922825038433075,-1.0,-1.0,0.07233677059412003,0.3363879323005676,0.3743031620979309,0.4920438230037689,0.003744959831237793,-0.007611029050981721
carnation_0025_0026,historical_additive,historical_locked,43,translate_16_up,translation,16,up,0,-16,1.0,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.16412325203418732,0.5081408619880676,0.056255046278238297,0.16412325203418732,-1.0,-1.0,0.07428407669067383,0.3399389088153839,0.37922871112823486,0.4920438230037689,0.016097038984298706,-0.032714644980261054
carnation_0025_0026,historical_additive,historical_locked,43,translate_32_down,translation,32,down,0,32,1.0,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.15816421806812286,0.4883982539176941,0.0607391782104969,0.15816421806812286,-1.0,-1.0,0.07579229027032852,0.3344024419784546,0.37562045454978943,0.4920438230037689,-0.003645569086074829,0.007409033333290935
carnation_0025_0026,historical_additive,historical_locked,43,translate_32_left,translation,32,left,-32,0,1.0,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.16308711469173431,0.5001128315925598,0.06614499539136887,0.16308711469173431,-1.0,-1.0,0.07604047656059265,0.33814433217048645,0.37250858545303345,0.4920438230037689,0.008069008588790894,-0.01639896328650606
carnation_0025_0026,historical_additive,historical_locked,43,translate_32_right,translation,32,right,32,0,1.0,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.16014042496681213,0.4929123520851135,0.05577025189995766,0.16014042496681213,-1.0,-1.0,0.07445590198040009,0.33858343958854675,0.3739595413208008,0.4920438230037689,0.0008685290813446045,-0.0017651457873051112
carnation_0025_0026,historical_additive,historical_locked,43,translate_32_up,translation,32,up,0,-32,1.0,65f83dbeab40096434b7d5a80a5af24bd681f6054ade4aa28ea1bd30ddc7f746,1313,0.16512741148471832,0.5109654068946838,0.05954199284315109,0.16512741148471832,-1.0,-1.0,0.07686139643192291,0.3421725928783417,0.3784268796443939,0.4920438230037689,0.018921583890914917,-0.03845507860540703
carnation_0025_0026,historical_additive,historical_locked,44,identity,identity,0,identity,0,0,1.0,fd46e18899cadec44272723306848d742aba4715474cd3789c6951c8e6afef20,1313,0.10470553487539291,0.3673610985279083,0.02745356783270836,0.10470553487539291,-1.0,-1.0,0.06273386627435684,0.28258877992630005,0.3172585070133209,0.3673610985279083,0.0,0.0
carnation_0025_0026,historical_additive,historical_locked,44,scale_090,scale,,,0,0,0.9,fd46e18899cadec44272723306848d742aba4715474cd3789c6951c8e6afef20,1313,0.09503597021102905,0.3308621346950531,0.027155546471476555,0.09503597021102905,-1.0,-1.0,0.0593356229364872,0.2773386836051941,0.31296294927597046,0.3673610985279083,-0.036498963832855225,0.09935446071757216
carnation_0025_0026,historical_additive,historical_locked,44,scale_110,scale,,,0,0,1.1,fd46e18899cadec44272723306848d742aba4715474cd3789c6951c8e6afef20,1313,0.10844975709915161,0.3762299716472626,0.03107834793627262,0.10844975709915161,-1.0,-1.0,0.06216112896800041,0.2825506031513214,0.3116265833377838,0.3673610985279083,0.008868873119354248,-0.02414211290986893
carnation_0025_0026,historical_additive,historical_locked,44,translate_08_down,translation,8,down,0,8,1.0,fd46e18899cadec44272723306848d742aba4715474cd3789c6951c8e6afef20,1313,0.10215254127979279,0.3573126196861267,0.027483481913805008,0.10215254127979279,-1.0,-1.0,0.0619320347905159,0.2786750793457031,0.31424206495285034,0.3673610985279083,-0.010048478841781616,0.02735313804876984
carnation_0025_0026,historical_additive,historical_locked,44,translate_08_left,translation,8,left,-8,0,1.0,fd46e18899cadec44272723306848d742aba4715474cd3789c6951c8e6afef20,1313,0.10709250718355179,0.3678027391433716,0.031010769307613373,0.10709250718355179,-1.0,-1.0,0.06239022687077522,0.28613975644111633,0.3197976350784302,0.3673610985279083,0.00044164061546325684,-0.0012021975577517648
carnation_0025_0026,historical_additive,historical_locked,44,translate_08_right,translation,8,right,8,0,1.0,fd46e18899cadec44272723306848d742aba4715474cd3789c6951c8e6afef20,1313,0.1061180979013443,0.37136009335517883,0.03209365904331207,0.1061180979013443,-1.0,-1.0,0.06113020330667496,0.28354334831237793,0.3172394037246704,0.3673610985279083,0.003998994827270508,-0.01088573298396402
carnation_0025_0026,historical_additive,historical_locked,44,translate_08_up,translation,8,up,0,-8,1.0,fd46e18899cadec44272723306848d742aba4715474cd3789c6951c8e6afef20,1313,0.10515730082988739,0.36516064405441284,0.029337167739868164,0.10515730082988739,-1.0,-1.0,0.06321115046739578,0.28390607237815857,0.3173157572746277,0.3673610985279083,-0.0022004544734954834,0.005989895180282175
carnation_0025_0026,historical_additive,historical_locked,44,translate_16_down,translation,16,down,0,16,1.0,fd46e18899cadec44272723306848d742aba4715474cd3789c6951c8e6afef20,1313,0.10464907437562943,0.36714014410972595,0.02788856439292431,0.10464907437562943,-1.0,-1.0,0.06219931319355965,0.27783504128456116,0.313955694437027,0.3673610985279083,-0.00022095441818237305,0.0006014638432533629
carnation_0025_0026,historical_additive,historical_locked,44,translate_16_left,translation,16,left,-16,0,1.0,fd46e18899cadec44272723306848d742aba4715474cd3789c6951c8e6afef20,1313,0.10896416753530502,0.37696221470832825,0.031345102936029434,0.10896416753530502,-1.0,-1.0,0.06233295053243637,0.2854715585708618,0.3178503215312958,0.3673610985279083,0.009601116180419922,-0.026135364410912246
carnation_0025_0026,historical_additive,historical_locked,44,translate_16_right,translation,16,right,16,0,1.0,fd46e18899cadec44272723306848d742aba4715474cd3789c6951c8e6afef20,1313,0.11233151704072952,0.37665197253227234,0.03967459499835968,0.11233151704072952,-1.0,-1.0,0.062313858419656754,0.28442153334617615,0.31565484404563904,0.3673610985279083,0.009290874004364014,-0.025290848817674114
carnation_0025_0026,historical_additive,historical_locked,44,translate_16_up,translation,16,up,0,-16,1.0,fd46e18899cadec44272723306848d742aba4715474cd3789c6951c8e6afef20,1313,0.10750289261341095,0.36290496587753296,0.030132710933685303,0.10750289261341095,-1.0,-1.0,0.06275296211242676,0.28398242592811584,0.31521573662757874,0.3673610985279083,-0.004456132650375366,0.012130115758669083
